,Unnamed: 0.1,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
269,269,269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,4,3,7,1335.34
270,270,270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,2,4,3,804.34
271,271,271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,4,4,1,1304.1
272,272,272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3,4,2,2443.17
273,273,273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,1,3,2,10060.95
274,274,274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,2,2,3,7392.955
275,275,275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,2,6,2,5518.32
276,276,276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,3,3,6,1211.82
277,277,277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,4,4,6,1133.48
278,278,278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,3,5,6,1068.92
279,279,279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,3,6,3,889.49
280,280,280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,4,1,4,6600.56
281,281,281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,3,5,5,955.57
282,282,282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,3,3,5,970.45
283,283,283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1,6,2,1248.505
284,284,284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,4,5,3,668.5
285,285,285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,1,6,1,11289.46
286,286,286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,4,2,2,6832.35
287,287,287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,1,6,3,6373.9
288,288,288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,3,1,3,9596.93
289,289,289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,2,4,3,767.79
290,290,290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,4,0,4,17226.18
291,291,291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,3,4,2,5011.83
292,292,292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,3,2,6,895.14
293,293,293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,4,0,4,15659.43
294,294,294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,1,4,2,2252.27
295,295,295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,0,1,0,2635.17
296,296,296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,2,2,3,10559.27
297,297,297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,3,5,6,1010.35
298,298,298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,3,5,2,10573.56
299,299,299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,2,6,5,595.74
300,300,300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,3,6,2,5592.87
301,301,301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,2,6,2,732.71
302,302,302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,3,2,0,2235.7
303,303,303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,4,1,1,7939.23
304,304,304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,2,3,4,6616.05
305,305,305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,3,0,1,16458.99
306,306,306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2,6,2,2619.95
307,307,307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4,3,3,5174.04
308,308,308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,4,5,1,455.41
309,309,309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,3,0,1,4698.21
310,310,310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,3,1,1,15282.15
311,311,311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,4,3,7,662.59
312,312,312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,4,1,2,9039.59
313,313,313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1,6,4,1029.12
314,314,314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,2,4,1,10153.39
315,315,315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,1,0,1,11552.2
316,316,316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,4,6,3,874.61
317,317,317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,2,5,3,1709.13
318,318,318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,3,5,6,1017.41
319,319,319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,4,3,5,9195.15
320,320,320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,2,0,2,7238.01
321,321,321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,4,4,4,583.94
322,322,322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,2,5,4,3078.47
323,323,323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,3,2,1,1661.64
324,324,324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,4,5,3,1769.49
325,325,325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,3,2,2,15941.66
326,326,326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,4,2,4,7744.11
327,327,327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,2,4,6,806.84
328,328,328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,3,6,1,4577.7
329,329,329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,4,5,6,911.64
330,330,330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,3,3,3,565.61
331,331,331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,3,6,3,373.27
332,332,332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,4,2,3,2844.72
333,333,333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,4,5,4,1983.94
334,334,334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,4,1,6,2616.96
335,335,335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,4,3,6,9587.38
336,336,336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,3,5,2,5193.57
337,337,337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,4,3,5,955.12
338,338,338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,1,4,1,8522.59
339,339,339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,2,1,1,3946.43
340,340,340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,4,1,2,543.74
341,341,341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,3,4,3,767.81
342,342,342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,1,2,4,1871.7
343,343,343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,2,1,2,15143.14
344,344,344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,4,3,3,8560.76
345,345,345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,2,3,5,7406.36
346,346,346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,3,2,2,17259.28
347,347,347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2,0,2,1078.87
348,348,348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,2,5,3,1701.89
349,349,349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,2,3,3,5896.6
350,350,350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,3,5,6,979.665
351,351,351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,4,3,6,1011.72
352,352,352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,3,2,4,696.35
353,353,353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3,3,5,3871.38
354,354,354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,3,2,2,9620.74
355,355,355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,2,5,1,895.71
356,356,356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,4,4,1,1248.12
357,357,357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,1,1,1,3554.598
358,358,358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,0,3,1,1726.34
359,359,359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,4,2,1,2231.65
360,360,360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,4,2,7,2108.78
361,361,361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,1,4,2,4771.44
362,362,362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,3,2,4,591.87
363,363,363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3,5,1,4003.52
364,364,364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,4,4,4,8717.83
365,365,365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,1,5,4,2210.07
366,366,366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,4,6,2,5620.97
367,367,367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,2,1,5,1389.88
368,368,368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,4,2,7,781.12
369,369,369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,3,3,2,910.65
370,370,370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,4,3,7,974.66
371,371,371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,3,2,7,975.79
372,372,372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,3,3,5,1917.73
373,373,373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,4,3,7,9042.49
374,374,374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,3,3,6,1210.86
375,375,375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,4,5,4,1904.7600000000002
376,376,376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,3,2,5,757.88
377,377,377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,4,5,4,757.43
378,378,378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,4,1,4,823.11
379,379,379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3,6,2,2587.06
380,380,380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,4,0,1,4512.0
381,381,381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,3,2,4,580.74
382,382,382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,1,2,3,2488.14
383,383,383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,4,4,6,1301.83
384,384,384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,4,3,4,969.93
385,385,385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,4,4,4,930.94
386,386,386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,2,2,2,8822.14
387,387,387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,4,5,3,777.69
388,388,388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4,3,1,4035.32
389,389,389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,3,3,3,8133.93
390,390,390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4,3,5,3414.34
391,391,391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,3,3,2,1203.65
392,392,392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,4,5,5,925.27
393,393,393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,4,4,6,991.93
394,394,394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,4,5,1,2481.54
395,395,395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,4,2,1,5243.62
396,396,396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,3,4,6,1380.47
397,397,397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3,1,3,3586.84
398,398,398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3,6,0,3767.55
399,399,399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2,5,3,1610.11
400,400,400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,2,5,2,5858.85
401,401,401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,4,6,5,1375.43
402,402,402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,4,4,3,800.68
403,403,403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,4,4,7,1489.9742857142858
404,404,404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,4,5,4,2052.79
405,405,405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3,6,5,3479.36
406,406,406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,1,1,5,2390.6275
407,407,407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,1,4,3,592.81
408,408,408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,2,5,3,1586.22
409,409,409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,4,2,1,1212.68
410,410,410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,4,3,2,1303.69
411,411,411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,4,0,3,7744.06
412,412,412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,4,5,5,995.07
413,413,413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2,5,3,2801.69
414,414,414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4,5,3,5342.57
415,415,415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,2,6,2,5728.85
416,416,416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,4,4,2,11390.62
417,417,417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,4,4,2,524.1
418,418,418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,4,3,2,754.71
419,419,419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,3,6,1,4700.87
420,420,420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,4,5,3,3036.77
421,421,421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,3,1,0,2730.3
422,422,422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,4,4,3,1659.85
423,423,423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,3,4,3,5702.84
424,424,424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,3,2,2,1156.81
425,425,425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,1,2,1,3828.91
426,426,426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,4,2,1,13107.064999999997
427,427,427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,2,3,1,4249.66
428,428,428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,4,4,2,3005.71
429,429,429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,3,2,3,639.45
430,430,430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,4,4,3,930.22
431,431,431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,4,4,3,588.92
432,432,432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,1,5,1,4384.48
433,433,433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3,5,3,3075.63
434,434,434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2,5,2,1368.533333333333
435,435,435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,4,5,4,1747.67
436,436,436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,2,3,5,7239.29
437,437,437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2,5,5,2361.36
438,438,438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,2,3,16343.5
439,439,439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,4,5,3,903.73
440,440,440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,3,6,2,726.42
441,441,441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,3,4,3,839.9
442,442,442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,4,3,4,812.05
443,443,443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,2,1,1,1876.77
444,444,444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,3,5,4,770.76
445,445,445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,3,4,1,2225.34
446,446,446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,3,4,4,11225.73
447,447,447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,4,3,7,998.72
448,448,448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,4,2,3,16168.24
449,449,449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,4,2,2,1139.58
450,450,450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2,3,2,1313.09
451,451,451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,4,3,2,2555.53
452,452,452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,3,2,3,4969.68
453,453,453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,4,3,4,1827.2
454,454,454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,4,5,2,758.59
455,455,455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,4,2,2,1223.47
456,456,456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3,6,3,3068.16
457,457,457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,4,0,3,1030.19
458,458,458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,2,3,2,624.49
459,459,459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,1,1,2,16731.72
460,460,460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,4,5,4,2078.81
461,461,461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,4,5,3,7208.85
462,462,462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,4,3,6,11078.88
463,463,463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,2,5,2,1356.956666666667
464,464,464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,3,4,3,844.85
465,465,465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,4,5,3,2285.07
466,466,466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,4,4,5,1167.96
467,467,467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,4,3,3,1455.17
468,468,468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,3,5,3,7497.89
469,469,469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,4,4,3,8486.37
470,470,470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,4,4,4,740.06
471,471,471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,1,2,2,9340.56
472,472,472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3,4,2,2301.61
473,473,473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,4,4,5,589.94
474,474,474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,3,5,1,1416.75
475,475,475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1,1,5,1581.51
476,476,476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4,4,2,4436.66
477,477,477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,2,5,2,7310.78
478,478,478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,4,2,1,1038.08
479,479,479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,1,4,2,4904.9
480,480,480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,3,2,1,1022.07
481,481,481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,4,3,6,889.05
482,482,482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,3,3,5,10697.85
483,483,483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,4,1,7,946.42
484,484,484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,1,2,1,3809.02
485,485,485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,1,5,1,4300.57
486,486,486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,1,5,2,4919.21
487,487,487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,3,2,4,6612.836666666667
488,488,488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,3,2,3,11069.89
489,489,489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,4,3,5,2125.23
490,490,490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4,3,2,4529.59
491,491,491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,3,1,1,15032.38
492,492,492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2,3,2,1439.98
493,493,493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,2,2,6,718.12
494,494,494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,3,5,3,6548.51
495,495,495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,4,5,3,1030.23
496,496,496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,4,3,7,534.17
497,497,497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,1,6,5,491.52
498,498,498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,4,3,2,1208.46
499,499,499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,1,2,1,3687.35
500,500,500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3,6,4,3274.0
501,501,501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,2,3,1,5359.3
502,502,502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,2,3,2,450.73
503,503,503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,2,2,2,9587.85
504,504,504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,4,3,3,584.9
505,505,505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,4,6,4,2237.31
506,506,506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,4,6,2,1022.13
507,507,507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,4,3,2,923.19
508,508,508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,2,1,3,15157.76
509,509,509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,4,3,5,718.89
510,510,510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,0,1,2,3057.67
511,511,511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,4,5,2,588.7
512,512,512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,1,0,4,2055.14
513,513,513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,1,5,1,634.49
514,514,514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,3,3,2,5262.29
515,515,515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,2,4,1,3789.19
516,516,516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,4,1,5,2477.54
517,517,517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,4,5,2,3085.84
518,518,518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3,0,5,3395.07
519,519,519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,1,4,3,699.81
520,520,520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,4,4,1,16776.44
521,521,521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,4,3,4,2256.52
522,522,522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,2,6,1,4566.84
523,523,523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,2,5,2,5208.93
524,524,524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4,4,1,4471.81
525,525,525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,1,3,2,2682.57
526,526,526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,4,5,3,1023.42
527,527,527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,3,4,1,870.41
528,528,528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4,5,4,3425.09
529,529,529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,2,6,4,672.95
530,530,530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3,5,3,3105.7006666666666
531,531,531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,4,4,3,775.4
532,532,532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,3,1,1,7401.36
533,533,533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,3,1,4,5150.25
534,534,534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,4,3,4,778.85
535,535,535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,2,2,7,463.05
536,536,536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2,2,2,2101.55
537,537,537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,3,3,1,3947.255
538,538,538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1,5,7,572.28
539,539,539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,3,3,5,9360.2
